LG	contig	pos	av	Mpos_majority	Mpos_min	Mpos_max	inf_min	orientation	rndm_orientation
17	Contig45963	7539	20.987	20.987	20.987	20.987	20.979461	unk	neg
4	Contig45969	29709	1.026	1.026	1.026	1.026	0.996291	unk	pos
11	Contig45970	36409	52.908	52.908	52.908	52.908	52.871591	unk	pos
4	Contig45973	7940	7.6025	7.6025	7.6025	7.6025	7.59456	unk	neg
1	Contig4598	31236	31.0895	31.3955	31.0895	31.3955	31.364264	neg	pos
5	Contig45985	1361	51.5745	51.5745	51.5745	51.5745	51.573139	unk	pos
2	Contig45990	29456	48.8225	48.8225	48.8225	48.8225	48.793044	unk	neg
2	Contig45991	14214	48.8225	48.8225	48.8225	48.8225	48.808286	unk	neg
10	Contig45996	1969	15.4495	15.4495	15.4495	15.4495	15.447531	unk	pos
10	Contig46	22021	17.901	17.901	17.901	17.901	17.878979	unk	neg
14	Contig46012	18335	10.2385	10.2385	10.2385	10.2385	10.220165	unk	pos
17	Contig46017	6873	30.5933348774401	30.5933348774401	30.5933348774401	30.5933348774401	30.5864618774401	unk	pos
15	Contig46019	30289	40.3265	40.3265	40.3265	40.3265	40.296211	unk	pos
9	Contig46022	37179	28.0725	28.0725	28.0725	28.0725	28.035321	unk	pos
11	Contig46029	1766	52.908	52.908	52.908	52.908	52.906234	unk	neg
6	Contig46033	36661	5.105	5.105	5.105	5.105	5.068339	unk	pos
3	Contig46044	5846	25.5905	25.5905	25.5905	25.5905	25.584654	unk	neg
1	Contig46046	10342	50.726	50.726	50.726	50.726	50.715658	unk	neg
3	Contig46053	23563	24.399	24.399	24.399	24.399	24.375437	unk	pos
2	Contig46058	41386	19.766	19.766	19.766	19.766	19.724614	unk	pos
4	Contig46059	34166	1.5085	1.5085	1.5085	1.5085	1.474334	unk	pos
2	Contig46064	102948	37.1965	37.1965	37.1965	37.1965	37.093552	unk	pos
8	Contig46074	3780	6.793	6.793	6.793	6.793	6.78922	unk	neg
10	Contig46077	1125	4.5355	4.5355	4.5355	4.5355	4.534375	unk	neg
4	Contig46080	17617	36.5505	36.5505	36.5505	36.5505	36.532883	unk	neg
4	Contig46081	1231	6.082	6.082	6.082	6.082	6.080769	unk	pos
17	Contig46082	44854	21.274	21.274	21.274	20.987	21.229146	pos	neg
6	Contig46084	15945	29.3	29.3	29.3	29.3	29.284055	unk	pos
3	Contig46091	4110	7.7255	7.7255	7.7255	7.7255	7.72139	unk	neg
7	Contig46095	8337	2.679	2.679	2.679	2.679	2.670663	unk	pos
5	Contig46099	20879	9.4165	9.4165	9.4165	9.4165	9.395621	unk	pos
11	Contig461	19543	32.8295	32.8295	32.8295	32.8295	32.809957	unk	neg
2	Contig46100	1972	41.512	41.512	41.512	41.512	41.510028	unk	pos
5	Contig46105	3423	51.5745	51.5745	51.5745	51.5745	51.571077	unk	neg
8	Contig46111	5937	54.3805	54.3805	54.3805	54.3805	54.374563	unk	neg
17	Contig46114	207175	60.2805	60.2805	60.2805	60.2805	60.073325	unk	neg
8	Contig46120	9171	50.409	50.409	50.409	50.409	50.399829	unk	pos
12	Contig46133	12879	0	0	0	0	0	unk	pos
12	Contig46134	10920	32.9869245701608	32.9869245701608	32.9869245701608	32.9869245701608	32.9760045701608	unk	pos
6	Contig46135	1525	50.4695	50.4695	50.4695	50.4695	50.467975	unk	pos
10	Contig46144	3568	19.0575	19.0575	19.0575	19.0575	19.053932	unk	pos
5	Contig46145	17109	45.739	45.739	45.739	45.739	45.721891	unk	pos
3	Contig46155	37885	65.4485	65.4485	65.4485	65.4485	65.410615	unk	pos
5	Contig46159	50114	24.516	24.516	24.516	24.516	24.465886	unk	pos
1	Contig46161	2455	0.965499999999999	0.965499999999999	0.965499999999999	0.965499999999999	0.963044999999999	unk	neg
14	Contig46165	32236	26.3765	26.3765	26.3765	26.3765	26.344264	unk	neg
2	Contig46187	11148	76.3745	76.3745	76.3745	76.3745	76.363352	unk	neg
1	Contig46189	16630	22.4345	22.4345	22.4345	22.4345	22.41787	unk	pos
3	Contig46194	25711	58.6295	58.6295	58.6295	58.6295	58.603789	unk	pos
4	Contig46195	31562	21.1535	21.1535	21.1535	21.1535	21.121938	unk	neg
9	Contig46204	740	28.0725	28.0725	28.0725	28.0725	28.07176	unk	neg
10	Contig46207	91959	3.12	3.12	3.12	3.12	3.028041	unk	neg
6	Contig46209	10053	42.291	42.291	42.291	42.291	42.280947	unk	neg
8	Contig4621	566	47.8575	47.8575	47.8575	47.8575	47.856934	unk	pos
5	Contig46216	28512	45.739	45.739	45.739	45.739	45.710488	unk	neg
6	Contig4622	43896	0	0	0	0	0	unk	pos
2	Contig46228	70928	48.8225	48.8225	48.8225	48.8225	48.751572	unk	neg
6	Contig46229	35535	53.101	53.101	53.101	53.101	53.065465	unk	neg
4	Contig46230	27631	1.5085	1.5085	1.5085	1.5085	1.480869	unk	pos
7	Contig46238	13802	7.0735	7.0735	7.0735	7.0735	7.059698	unk	pos
3	Contig46239	129097	30.3035	30.3035	30.3035	30.3035	30.174403	unk	pos
3	Contig4624	60557	30.3035	30.3035	30.3035	30.3035	30.242943	unk	pos
6	Contig46247	6147	34.682	34.682	34.682	34.682	34.675853	unk	pos
1	Contig46248	10384	22.4345	22.4345	22.4345	22.4345	22.424116	unk	pos
11	Contig46262	9520	52.908	52.908	52.908	52.908	52.89848	unk	neg
9	Contig46263	43697	2.4175	2.4175	2.4175	2.4175	2.373803	unk	neg
10	Contig46267	6152	38.1865	38.1865	38.1865	38.1865	38.180348	unk	pos
6	Contig46273	47814	41.7285	41.7285	41.7285	41.7285	41.680686	unk	neg
9	Contig46275	49378	11.628	11.628	11.628	11.628	11.578622	unk	pos
3	Contig46283	8101	33.145	33.145	33.145	33.145	33.136899	unk	neg
2	Contig46298	60427	15.1345	15.1345	15.1345	15.1345	15.074073	unk	neg
13	Contig46299	17427	16.2945	16.2945	16.2945	16.2945	16.277073	unk	neg
9	Contig46301	10487	11.6545	11.6545	11.6545	11.6545	11.644013	unk	neg
6	Contig46309	97159	44.2655	44.2655	44.2655	44.2655	44.168341	unk	neg
7	Contig46313	49896	36.0115	36.0115	36.0115	36.0115	35.961604	unk	neg
3	Contig46316	44540	27.969	27.969	27.969	27.969	27.92446	unk	pos
8	Contig46320	2658	31.7975	31.7975	31.7975	31.7975	31.794842	unk	neg
7	Contig46329	31100	28.0395	28.0395	28.0395	28.0395	28.0084	unk	pos
2	Contig4633	17689	1.486	1.486	1.486	1.486	1.468311	unk	neg
2	Contig46332	1672	54.455	54.455	54.455	54.455	54.453328	unk	neg
6	Contig46337	55722	10.898	10.898	10.898	10.898	10.842278	unk	neg
4	Contig46356	17264	25.314	25.314	25.314	25.314	25.296736	unk	pos
6	Contig46368	7078	50.7515	50.7515	50.7515	50.7515	50.744422	unk	neg
9	Contig46374	22088	28.0725	28.0725	28.0725	28.0725	28.050412	unk	pos
15	Contig46375	2958	34.983	34.983	34.983	34.983	34.980042	unk	pos
12	Contig4638	83771	46.1125	46.1125	46.1125	46.1125	46.028729	unk	neg
14	Contig46380	38330	6.781	6.781	6.781	6.781	6.74267	unk	pos
14	Contig46382	49947	0.3875	0.3875	0.3875	0.3875	0.337553	unk	pos
14	Contig46383	3609	0.3875	0.3875	0.3875	0.3875	0.383891	unk	neg
15	Contig46385	8909	27.153	27.153	27.153	27.153	27.144091	unk	neg
13	Contig46388	2539	33.4745	33.4745	33.4745	33.4745	33.471961	unk	neg
10	Contig46391	5032	17.901	17.901	17.901	17.901	17.895968	unk	neg
2	Contig46395	25627	49.104	49.104	49.104	49.104	49.078373	unk	neg
2	Contig46396	4770	49.104	49.104	49.104	49.104	49.09923	unk	pos
1	Contig46398	7900	46.8185	46.8185	46.8185	46.8185	46.8106	unk	pos
1	Contig464	27405	12.0025	12.0025	12.0025	12.0025	11.975095	unk	pos
11	Contig46403	9160	24.462	24.462	24.462	24.462	24.45284	unk	pos
11	Contig46404	6436	24.462	24.462	24.462	24.462	24.455564	unk	pos
8	Contig46418	14346	40.811	40.811	40.811	40.811	40.796654	unk	neg
1	Contig46420	4017	80.9515	80.9515	80.9515	80.9515	80.947483	unk	pos
1	Contig46424	87650	32.359	32.359	32.359	32.359	32.27135	unk	neg
8	Contig46432	13925	40.811	40.811	40.811	40.811	40.797075	unk	pos
5	Contig46439	7880	50.619	50.619	50.619	50.619	50.61112	unk	neg
12	Contig4644	18184	29.627	29.627	29.627	29.627	29.608816	unk	pos
1	Contig46441	27531	0.965499999999999	0.965499999999999	0.965499999999999	0.965499999999999	0.937968999999999	unk	pos
4	Contig46447	96910	32.744	32.744	32.744	32.744	32.64709	unk	pos
14	Contig46460	167269	10.2385	10.2385	10.2385	10.2385	10.071231	unk	pos
1	Contig46462	41819	25.0135	25.0135	25.0135	25.0135	24.971681	unk	neg
10	Contig46463	69409	11.108	11.108	11.108	10.639	11.038591	pos	neg
12	Contig46464	36425	32.785	32.785	32.785	32.785	32.748575	unk	pos
2	Contig46476	79514	14.209	14.518	14.209	14.518	14.438486	neg	pos
8	Contig46477	14270	20.376	20.376	20.376	20.376	20.36173	unk	pos
13	Contig46485	47996	5.1805	5.1805	5.1805	5.1805	5.132504	unk	pos
10	Contig46488	12452	4.5355	4.5355	4.5355	4.5355	4.523048	unk	neg
12	Contig46491	8889	28.202	28.202	28.202	28.202	28.193111	unk	neg
3	Contig46495	25672	30.583	30.583	30.583	30.583	30.557328	unk	pos
6	Contig46505	38129	38.596	38.596	38.596	38.596	38.557871	unk	pos
2	Contig46508	3401	15.1345	15.1345	15.1345	15.1345	15.131099	unk	pos
10	Contig46514	11988	11.108	11.108	11.108	11.108	11.096012	unk	neg
14	Contig46523	31625	0.3875	0.3875	0.3875	0.3875	0.355875	unk	neg
9	Contig4653	196	18.6395	18.6395	18.6395	18.6395	18.639304	unk	neg
17	Contig46537	20862	0.5915	0.5915	0.5915	0.5915	0.570638	unk	neg
4	Contig46538	17519	33.763	33.763	33.763	33.763	33.745481	unk	pos
2	Contig46549	11390	41.512	41.512	41.512	41.512	41.50061	unk	neg
10	Contig4656	23830	1.8525	1.8525	1.8525	1.8525	1.82867	unk	neg
4	Contig46564	48426	35.22	35.22	35.22	35.22	35.171574	unk	pos
16	Contig46568	7778	13.992	13.992	13.992	13.992	13.984222	unk	neg
12	Contig46586	13307	33.904	33.904	33.904	33.904	33.890693	unk	pos
8	Contig46596	1348	46.622	46.622	46.622	46.622	46.620652	unk	pos
2	Contig46597	21722	55.298	55.298	55.298	55.298	55.276278	unk	pos
2	Contig46598	15545	56.205	56.205	56.205	56.205	56.189455	unk	neg
2	Contig466	61814	54.455	54.455	54.455	54.455	54.393186	unk	pos
10	Contig46602	35047	6.2775	6.2775	6.2775	6.2775	6.242453	unk	pos
3	Contig46605	9587	25.89	25.89	25.89	25.89	25.880413	unk	neg
9	Contig46609	15635	47.4765	47.4765	47.4765	47.4765	47.460865	unk	pos
12	Contig46610	8769	57.8515	57.8515	57.8515	57.8515	57.842731	unk	pos
16	Contig46619	33100	43.703	43.703	43.703	43.703	43.6699	unk	neg
4	Contig4663	98516	36.5505	36.5505	36.5505	36.5505	36.451984	unk	neg
3	Contig46631	9559	30.3035	30.3035	30.3035	30.3035	30.293941	unk	pos
2	Contig46636	7338	42.9175	42.9175	42.9175	42.9175	42.910162	unk	pos
1	Contig4664	25827	46.538	46.538	46.538	46.538	46.512173	unk	pos
3	Contig46641	24465	38.5965	38.5965	38.5965	38.5965	38.572035	unk	pos
12	Contig46643	5886	32.9869245701608	32.9869245701608	32.9869245701608	32.9869245701608	32.9810385701608	unk	pos
7	Contig46644	13216	39.766	39.766	39.766	39.766	39.752784	unk	neg
7	Contig46645	56299	39.766	39.766	39.766	39.766	39.709701	unk	neg
3	Contig46649	74456	24.399	24.399	24.399	24.399	24.324544	unk	pos
1	Contig46651	34244	50.726	50.726	50.726	50.726	50.691756	unk	pos
16	Contig46654	1424	2.097	2.097	2.097	2.097	2.095576	unk	neg
8	Contig46661	54514	20.376	20.376	20.376	12.8505	20.321486	pos	neg
6	Contig46665	16701	25.735	25.735	25.735	25.735	25.718299	unk	pos
4	Contig46692	8092	14.1135	14.1135	14.1135	14.1135	14.105408	unk	pos
17	Contig46699	2134	20.677	20.677	20.677	20.677	20.674866	unk	neg
2	Contig46700	195364	49.104	49.104	49.104	49.104	48.908636	unk	neg
7	Contig46711	19521	15.2505	15.2505	15.2505	15.2505	15.230979	unk	neg
7	Contig46712	128292	15.2505	15.2505	15.2505	15.2505	15.122208	unk	neg
8	Contig46717	6536	39.4045	39.4045	39.4045	39.4045	39.397964	unk	pos
13	Contig46718	18913	32.067	32.067	32.067	32.067	32.048087	unk	neg
7	Contig46725	7525	51.372	51.372	51.372	51.372	51.364475	unk	neg
3	Contig4673	2207	25.89	25.89	25.89	25.89	25.887793	unk	pos
13	Contig46743	16612	20.9445	20.9445	20.9445	20.9445	20.927888	unk	pos
3	Contig4675	75114	50.0635	50.0635	50.0635	50.0635	49.988386	unk	neg
6	Contig46752	4875	36.0925	36.0925	36.0925	36.0925	36.087625	unk	pos
3	Contig4676	15943	54.057	54.057	54.057	54.057	54.041057	unk	neg
13	Contig46760	2647	30.6585	30.6585	30.6585	30.6585	30.655853	unk	pos
5	Contig46763	2129	42.821	42.821	42.821	42.821	42.818871	unk	neg
2	Contig46765	91603	58.6035	58.6035	58.6035	58.6035	58.511897	unk	neg
13	Contig46773	14228	31.505	31.505	31.505	31.505	31.490772	unk	neg
4	Contig46780	70460	34.929	34.929	34.929	34.929	34.85854	unk	pos
1	Contig46785	10631	27.711	27.711	27.711	27.711	27.700369	unk	neg
17	Contig46789	50600	0.5915	0.5915	0.5915	0.5915	0.5409	unk	pos
8	Contig46790	585	35.164	35.164	35.164	35.164	35.163415	unk	pos
14	Contig46795	48464	10.2385	10.2385	10.2385	10.2385	10.190036	unk	neg
3	Contig46802	56963	21.02	21.02	21.02	21.02	20.963037	unk	neg
2	Contig46803	3966	50.324	50.324	50.324	50.324	50.320034	unk	pos
12	Contig46807	5848	34.1835	34.1835	34.1835	34.1835	34.177652	unk	neg
9	Contig4681	31943	29.4955	29.4955	29.4955	29.4955	29.463557	unk	neg
4	Contig46816	16250	53.623	53.623	53.623	53.623	53.60675	unk	pos
1	Contig46819	57147	41.2815	41.2815	41.2815	41.2815	41.224353	unk	pos
1	Contig46829	86585	45.977	45.977	45.977	45.977	45.890415	unk	neg
2	Contig46833	36106	87.489	87.489	87.489	87.489	87.452894	unk	neg
8	Contig4684	16350	31.7975	31.7975	31.7975	31.7975	31.78115	unk	neg
15	Contig46845	3568	46.8315	46.8315	46.8315	46.8315	46.827932	unk	neg
2	Contig46846	12550	29.001	29.001	29.001	29.001	28.98845	unk	pos
2	Contig46847	33097	33.7995	33.7995	33.7995	33.7995	33.766403	unk	neg
2	Contig46850	76443	53.894	53.894	53.894	53.894	53.817557	unk	pos
8	Contig4686	14720	2.1455	2.1455	2.1455	2.1455	2.13078	unk	pos
11	Contig46863	14860	52.908	52.908	52.908	52.908	52.89314	unk	pos
15	Contig46870	12044	38.4875	38.4875	38.4875	38.4875	38.475456	unk	pos
17	Contig46877	19225	31.4462037024375	31.4462037024375	31.4462037024375	31.4462037024375	31.4269787024375	unk	pos
7	Contig46881	3312	5.5455	5.5455	5.5455	5.5455	5.542188	unk	neg
4	Contig46883	21253	12.657	12.657	12.657	12.657	12.635747	unk	pos
7	Contig46885	24894	18.633	18.633	18.633	18.633	18.608106	unk	neg
2	Contig46886	10305	27.744	27.744	27.744	27.744	27.733695	unk	pos
4	Contig46892	24799	1.5085	1.5085	1.5085	1.5085	1.483701	unk	pos
10	Contig46893	21345	25.09	25.09	25.09	25.09	25.068655	unk	pos
1	Contig46895	21959	35.104	35.104	35.104	35.104	35.082041	unk	neg
17	Contig46902	4380	61.155	61.155	61.155	61.155	61.15062	unk	neg
13	Contig46919	11273	26.4255	26.4255	26.4255	26.4255	26.414227	unk	neg
13	Contig46925	18228	6.908	6.908	6.908	6.908	6.889772	unk	neg
3	Contig4693	20712	25.89	25.89	25.89	25.89	25.869288	unk	neg
2	Contig46939	55495	64.297	64.297	64.297	64.297	64.241505	unk	neg
6	Contig46942	10669	46.5235	46.5235	46.5235	46.5235	46.512831	unk	neg
5	Contig46944	71280	30.2255	30.2255	30.2255	30.2255	30.15422	unk	pos
11	Contig46950	99142	52.908	52.908	52.908	52.908	52.808858	unk	neg
7	Contig46956	23428	15.2505	15.2505	15.2505	15.2505	15.227072	unk	pos
5	Contig46968	23688	46.314	46.314	46.314	46.314	46.290312	unk	pos
3	Contig46979	18010	40.3085	40.3085	40.3085	40.3085	40.29049	unk	neg
14	Contig46983	42863	8.524	8.524	8.524	8.524	8.481137	unk	pos
6	Contig46985	9070	46.5235	46.5235	46.5235	46.5235	46.51443	unk	neg
12	Contig46987	66845	32.9869245701608	32.9869245701608	32.9869245701608	32.9869245701608	32.9200795701608	unk	pos
10	Contig46992	4940	15.4495	15.4495	15.4495	15.4495	15.44456	unk	neg
14	Contig46995	45146	8.524	8.524	8.524	8.524	8.478854	unk	neg
2	Contig46996	35926	61.7765	61.7765	61.7765	61.7765	61.740574	unk	pos
12	Contig46997	1604	33.624	33.624	33.624	33.624	33.622396	unk	pos
11	Contig4700	11884	52.3195	52.3195	52.3195	52.908	52.307616	neg	neg
1	Contig47003	105344	27.203921214288	27.203921214288	27.203921214288	27.203921214288	27.098577214288	unk	pos
12	Contig47007	79036	46.1125	46.1125	46.1125	46.1125	46.033464	unk	pos
3	Contig47008	1350	38.3115	38.3115	38.3115	38.3115	38.31015	unk	neg
3	Contig47009	40193	27.969	27.969	27.969	27.969	27.928807	unk	pos
6	Contig4701	22119	11.191	11.191	11.191	11.191	11.168881	unk	neg
1	Contig47017	27346	67.7185	67.7185	67.7185	67.7185	67.691154	unk	pos
13	Contig47021	14755	24.672	24.672	24.672	24.672	24.657245	unk	pos
9	Contig47024	45014	46.571	46.571	46.571	46.571	46.525986	unk	pos
7	Contig47025	10076	39.766	40.0505	39.766	40.0505	40.040424	neg	neg
1	Contig47033	15208	80.9515	80.9515	80.9515	80.9515	80.936292	unk	neg
8	Contig47037	2086	10.4195	10.4195	10.4195	10.4195	10.417414	unk	neg
7	Contig47050	42674	28.603	28.603	28.603	28.603	28.560326	unk	neg
12	Contig47052	61220	40.5365	40.5365	40.5365	40.5365	40.47528	unk	neg
16	Contig47057	5113	13.992	13.992	13.992	13.992	13.986887	unk	neg
8	Contig47061	250	46.2085	46.622	46.2085	46.622	46.62175	neg	pos
7	Contig47062	40844	28.0395	28.0395	28.0395	28.0395	27.998656	unk	neg
12	Contig47068	4380	55.2365	55.2365	55.2365	55.2365	55.23212	unk	pos
4	Contig47075	10273	1.5085	1.5085	1.5085	1.5085	1.498227	unk	neg
10	Contig47084	35081	1.5235	1.5235	1.5235	1.5235	1.488419	unk	neg
10	Contig47085	11205	1.5235	1.5235	1.5235	1.5235	1.512295	unk	neg
17	Contig47087	16428	41.2198030759512	41.2198030759512	41.2198030759512	41.2198030759512	41.2033750759512	unk	pos
12	Contig47106	168960	43.801	43.801	43.801	43.801	43.63204	unk	pos
5	Contig47108	43621	50.3275	50.3275	50.3275	50.3275	50.283879	unk	neg
5	Contig47119	31697	0.294	0.294	0.294	0.294	0.262303	unk	neg
14	Contig47125	36956	6.781	6.781	6.781	6.781	6.744044	unk	neg
17	Contig47128	21933	20.987	20.987	20.987	20.987	20.965067	unk	pos
13	Contig4713	16666	45.0935	45.0935	45.0935	45.0935	45.076834	unk	neg
11	Contig47136	16488	52.908	52.908	52.908	52.908	52.891512	unk	pos
6	Contig47148	28502	30.2935	30.2935	30.2935	30.2935	30.264998	unk	pos
12	Contig47152	74816	43.2235	43.2235	43.2235	43.2235	43.148684	unk	neg
17	Contig47154	50403	37.592	37.592	37.592	37.592	37.541597	unk	neg
15	Contig4716	10364	40.3265	40.3265	40.3265	40.3265	40.316136	unk	neg
6	Contig47171	2616	41.166	41.166	41.166	41.166	41.163384	unk	neg
11	Contig47177	5780	52.908	52.908	52.908	52.908	52.90222	unk	pos
17	Contig4718	88224	30.5933348774401	30.5933348774401	30.5933348774401	30.5933348774401	30.5051108774401	unk	pos
4	Contig47185	25860	1.5085	1.5085	1.5085	1.5085	1.48264	unk	pos
11	Contig47186	38876	24.462	24.462	24.462	24.462	24.423124	unk	pos
13	Contig47210	75777	50.6885	50.6885	50.6885	50.6885	50.612723	unk	neg
8	Contig47214	70628	54.086	54.086	54.086	54.086	54.015372	unk	pos
4	Contig47222	937	1.5085	1.5085	1.5085	1.5085	1.507563	unk	neg
4	Contig47224	706	26.7265	26.7265	26.7265	26.7265	26.725794	unk	neg
4	Contig47225	6391	26.7265	26.7265	26.7265	26.7265	26.720109	unk	neg
1	Contig47236	32190	0.965499999999999	0.965499999999999	0.965499999999999	0.965499999999999	0.933309999999999	unk	neg
8	Contig47239	100574	10.4195	10.4195	10.4195	10.4195	10.318926	unk	neg
14	Contig47241	102287	24.035	24.035	24.035	24.035	23.932713	unk	pos
3	Contig47250	53011	65.4485	65.4485	65.4485	65.4485	65.395489	unk	neg
5	Contig47251	31373	29.3765	29.3765	29.3765	29.3765	29.345127	unk	pos
13	Contig47253	20202	6.326	6.326	6.326	6.326	6.305798	unk	neg
14	Contig47257	36401	1.551	1.551	1.551	1.551	1.514599	unk	neg
15	Contig4726	87127	6.157	6.157	6.157	6.157	6.069873	unk	neg
15	Contig47261	9090	52.737	52.737	52.737	52.737	52.72791	unk	neg
7	Contig47264	32055	29.165	29.165	29.165	29.165	29.132945	unk	pos
9	Contig47270	12059	46.2685	46.2685	46.2685	46.2685	46.256441	unk	pos
4	Contig47273	22127	7.6025	7.6025	7.6025	7.6025	7.580373	unk	pos
2	Contig47281	34667	27.744	27.744	27.744	27.744	27.709333	unk	neg
9	Contig47287	20507	25.3891223103058	25.3891223103058	25.3891223103058	25.3891223103058	25.3686153103058	unk	neg
3	Contig47290	13998	15.137	15.137	15.137	15.137	15.123002	unk	pos
9	Contig47292	20000	41.8195	41.8195	41.8195	41.8195	41.7995	unk	pos
6	Contig47293	3070	50.1875	50.1875	50.1875	50.1875	50.18443	unk	neg
12	Contig47294	10961	52.961	52.961	52.961	52.961	52.950039	unk	pos
12	Contig47300	19965	8.307	8.307	8.307	8.307	8.287035	unk	neg
2	Contig47303	12900	85.7215	85.7215	85.7215	85.7215	85.7086	unk	pos
10	Contig47306	77385	17.901	17.901	17.901	17.901	17.823615	unk	neg
9	Contig47310	24392	28.0725	28.0725	28.0725	28.0725	28.048108	unk	pos
4	Contig47315	108117	14.1135	14.1135	14.1135	14.1135	14.005383	unk	neg
17	Contig47320	58803	30.5933348774401	30.5933348774401	30.5933348774401	30.5933348774401	30.5345318774401	unk	neg
6	Contig47324	27138	47.51	47.651	47.51	47.651	47.623862	neg	pos
15	Contig47330	52636	25.4845	25.4845	25.4845	25.4845	25.431864	unk	neg
2	Contig47332	18264	22.1835	22.1835	22.1835	22.1835	22.165236	unk	pos
1	Contig47342	43992	55.6095	55.6095	55.6095	55.6095	55.565508	unk	neg
2	Contig47345	43481	41.512	41.512	41.512	41.512	41.468519	unk	pos
6	Contig47351	83904	45.1125	45.1125	45.1125	45.1125	45.028596	unk	neg
9	Contig47352	44043	3.8425	3.8425	3.8425	3.8425	3.798457	unk	pos
15	Contig47366	689	28.077	28.077	28.077	28.077	28.076311	unk	pos
2	Contig47369	13206	38.415	38.415	38.415	38.415	38.401794	unk	pos
4	Contig47381	59032	29.418	29.418	29.418	29.418	29.358968	unk	pos
1	Contig47386	13811	0.965499999999999	0.965499999999999	0.965499999999999	0.965499999999999	0.951688999999999	unk	pos
2	Contig474	164340	41.512	41.512	41.512	41.512	41.34766	unk	neg
17	Contig47402	67110	41.023	41.023	41.023	41.023	40.95589	unk	neg
1	Contig47405	9833	0.965499999999999	0.965499999999999	0.965499999999999	0.965499999999999	0.955666999999999	unk	pos
6	Contig47410	12661	41.447	41.447	41.447	41.447	41.434339	unk	neg
4	Contig47418	15235	1.359	1.5085	1.359	1.5085	1.493265	neg	pos
6	Contig47426	86776	37.961	37.961	37.961	37.961	37.874224	unk	pos
4	Contig47427	7219	21.1535	21.1535	21.1535	21.1535	21.146281	unk	neg
10	Contig47428	150458	13.637097199341	13.637097199341	13.637097199341	13.637097199341	13.486639199341	unk	pos
3	Contig47430	10100	38.3115	38.3115	38.3115	38.3115	38.3014	unk	neg
1	Contig47431	3159	24.41	24.41	24.41	24.41	24.406841	unk	pos
6	Contig47435	1886	35.8105	36.409	35.8105	36.409	36.407114	neg	neg
8	Contig47439	12641	52.9455	52.9455	52.9455	52.9455	52.932859	unk	pos
13	Contig47447	3597	0.606	0.606	0.606	0.606	0.602403	unk	pos
5	Contig47453	4233	14.224	14.224	14.224	14.224	14.219767	unk	neg
1	Contig47455	94862	68.2985	68.2985	68.2985	68.2985	68.203638	unk	pos
9	Contig47458	10559	28.0725	28.0725	28.0725	28.0725	28.061941	unk	neg
6	Contig47468	7533	29.3	29.3	29.3	29.3	29.292467	unk	neg
2	Contig47486	41794	42.355	42.355	42.355	42.355	42.313206	unk	pos
12	Contig47502	88054	58.55886139616	58.55886139616	58.55886139616	58.55886139616	58.47080739616	unk	neg
13	Contig47505	25243	0.606	0.606	0.606	0.606	0.580757	unk	pos
8	Contig47509	49180	10.1185	10.1185	10.1185	10.1185	10.06932	unk	pos
17	Contig47513	81898	13.306	13.306	13.306	13.306	13.224102	unk	pos
12	Contig47515	124734	34.8625	34.8625	34.8625	34.8625	34.737766	unk	pos
1	Contig47532	27897	21.8705	21.8705	21.8705	21.8705	21.842603	unk	pos
9	Contig47536	23413	28.0725	28.0725	28.0725	28.0725	28.049087	unk	neg
1	Contig47545	67786	46.538	46.538	46.538	46.538	46.470214	unk	neg
12	Contig47563	3831	55.812	55.812	55.812	55.812	55.808169	unk	pos
11	Contig47565	11063	53.1745	53.1745	53.1745	53.1745	53.163437	unk	neg
9	Contig47566	8358	37.3825	37.3825	37.3825	37.3825	37.374142	unk	neg
1	Contig47574	7770	0.965499999999999	0.965499999999999	0.965499999999999	0.965499999999999	0.957729999999999	unk	pos
10	Contig47584	1710	44.0875	44.0875	44.0875	44.0875	44.08579	unk	pos
1	Contig47586	47356	22.4345	22.4345	22.4345	22.4345	22.387144	unk	pos
16	Contig47587	63437	5.5255	5.5255	5.5255	5.5255	5.462063	unk	neg
2	Contig47588	2866	48.8225	48.8225	48.8225	48.8225	48.819634	unk	neg
11	Contig47591	9312	52.908	52.908	52.908	52.908	52.898688	unk	pos
4	Contig47595	23215	21.1535	21.1535	21.1535	21.1535	21.130285	unk	neg
1	Contig47599	11121	33.6798944305183	33.6798944305183	33.6798944305183	33.6798944305183	33.6687734305183	unk	pos
2	Contig476	205495	46.2925	46.2925	46.2925	46.2925	46.087005	unk	neg
1	Contig47609	61095	42.9605	42.9605	42.9605	42.9605	42.899405	unk	pos
10	Contig47612	34717	0.8665	0.8665	0.8665	0.8665	0.831783	unk	neg
1	Contig47620	16034	42.9605	42.9605	42.9605	42.9605	42.944466	unk	neg
3	Contig47627	8420	21.647	21.647	21.647	21.647	21.63858	unk	pos
3	Contig47628	4363	21.647	21.647	21.647	21.647	21.642637	unk	pos
15	Contig4763	7278	28.9395	28.9395	28.9395	28.9395	28.932222	unk	neg
1	Contig47634	29762	42.9605	42.9605	42.9605	42.9605	42.930738	unk	neg
10	Contig47636	111868	37.827	37.827	37.827	37.827	37.715132	unk	pos
4	Contig47640	56137	1.5085	1.5085	1.5085	1.5085	1.452363	unk	pos
1	Contig47641	67692	41.2815	41.2815	41.2815	41.2815	41.213808	unk	neg
3	Contig47646	14891	46.3514794194108	46.3514794194108	46.3514794194108	46.3514794194108	46.3365884194108	unk	pos
